model_name,image_file_name,image_url,product_url
harley benton te 62cc sp,harley_benton_te_62cc_sp.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_50/502828/19675929_800.jpg,https://www.thomann.de/gr/harley_benton_te_62cc_sp.htm?type=category
fender player ii tele rw wbl,fender_player_ii_tele_rw_wbl.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/595327/19269833_800.jpg,https://www.thomann.de/gr/fender_player_ii_tele_rw_wbl.htm?type=category
larry carlton t7 awh,larry_carlton_t7_awh.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/512939/16592971_800.jpg,https://www.thomann.de/gr/larry_carlton_t7_awh.htm?type=category
harley benton te 70 rosewood deluxe series,harley_benton_te_70_rosewood_deluxe_series.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_32/329661/16445911_800.jpg,https://www.thomann.de/gr/harley_benton_te_70_rosewood_deluxe_series.htm?type=category
fender player ii tele mn moc,fender_player_ii_tele_mn_moc.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/595455/19275853_800.jpg,https://www.thomann.de/gr/fender_player_ii_tele_mn_moc.htm?type=category
harley benton hbt16bk egitarre,harley_benton_hbt16bk_egitarre.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_15/153579/13175811_800.jpg,https://www.thomann.de/gr/harley_benton_hbt16bk_egitarre.htm?type=category
harley benton te 53kr bl tribute series,harley_benton_te_53kr_bl_tribute_series.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/517345/17803768_800.jpg,https://www.thomann.de/gr/harley_benton_te_53kr_bl_tribute_series.htm?type=category
fender av ii 72 tele thinline mn agn,fender_av_ii_72_tele_thinline_mn_agn.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_54/549143/17504486_800.jpg,https://www.thomann.de/gr/fender_av_ii_72_tele_thinline_mn_agn.htm?type=category
harley benton te 62db car,harley_benton_te_62db_car.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_50/502853/16937765_800.jpg,https://www.thomann.de/gr/harley_benton_te_62db_car.htm?type=category
schecter svss pt fr s sfg,schecter_svss_pt_fr_s_sfg.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/513362/15956004_800.jpg,https://www.thomann.de/gr/schecter_svss_pt_fr_s_sfg.htm?type=category
fender am ultra tele mn mocha burst,fender_am_ultra_tele_mn_mocha_burst.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_47/477096/15968014_800.jpg,https://www.thomann.de/gr/fender_am_ultra_tele_mn_mocha_burst.htm?type=category
